編號 F0010001A2007_1_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_193_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_194_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_2_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_20_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_21_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_22_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_23_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_24_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_25_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_26_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_27_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_28_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_29_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_3_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_30_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_31_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_32_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_33_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_34_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_35_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_36_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_37_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_38_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_39_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_4_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_40_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_41_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_42_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_43_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_44_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_45_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_46_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_48_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_49_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_5_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_50_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_51_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_52_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_53_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_54_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_55_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_56_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_57_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_58_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_59_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_6_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_60_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_61_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_62_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_63_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_64_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_65_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_66_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_67_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_68_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_69_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_7_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_70_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_71_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_72_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_73_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_74_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_75_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_76_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_77_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_78_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_79_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_8_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_80_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_81_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_82_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_83_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_84_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_85_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_86_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_87_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_88_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_89_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_9_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_90_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_91_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_92_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_93_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_94_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_95_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_96_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_97_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_98_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_99_07 的CER： 1.0000, SER: 1.0000
編號 F0070001D3011_1_07 的CER： 1.0000, SER: 1.0000
編號 F0070001D3011_10_07 的CER： 1.0000, SER: 1.0000
編號 F0070001D3011_11_07 的CER： 1.0000, SER: 1.0000
編號 F0070001D3011_12_07 的CER： 1.0000, SER: 1.0000
編號 F0070001D3011_13_07 的CER： 1.0000, SER: 1.0000
編號 F0070001D3011_14_07 的CER： 1.0000, SER: 1.0000
編號 F0070001D3011_15_07 的CER： 1.0000, SER: 1.0000
編號 F0070001D3011_16_07 的CER： 1.0000, SER: 1.0000
編號 F0070001D3011_17_07 的CER： 1.0000, SER: 1.0000
編號 F0070001D3011_18_07 的CER： 1.0000, SER: 1.0000
編號 F0070001D3011_19_07 的CER： 1.0000, SER: 1.0000
編號 F0070001D3011_2_07 的CER： 1.0000, SER: 1.0000
編號 F0070001D3011_20_07 的CER： 1.0000, SER: 1.0000
編號 F0070001D3011_21_07 的CER： 1.0000, SER: 1.0000
編號 F0070001D3011_22_07 的CER： 1.0000, SER: 1.0000
編號 F0070001D3011_23_07 的CER： 1.0000, SER: 1.0000
編號 F0070001D3011_24_07 的CER： 1.0000, SER: 1.0000
編號 F0070001D3011_25_07 的CER： 1.0000, SER: 1.0000
編號 F0070001D3011_26_07 的CER： 1.0000, SER: 1.0000
編號 F0070001D3011_27_07 的CER： 1.0000, SER: 1.0000
編號 F0070001D3011_28_07 的CER： 1.0000, SER: 1.0000
編號 F0070001D3011_29_07 的CER： 1.0000, SER: 1.0000
編號 F0070001D3011_3_07 的CER： 1.0000, SER: 1.0000
編號 F0070001D3011_30_07 的CER： 1.0000, SER: 1.0000
編號 F0070001D3011_31_07 的CER： 1.0000, SER: 1.0000
編號 F0070001D3011_32_07 的CER： 1.0000, SER: 1.0000
編號 F0070001D3011_33_07 的CER： 1.0000, SER: 1.0000
編號 F0070001D3011_34_07 的CER： 1.0000, SER: 1.0000
編號 F0070001D3011_35_07 的CER： 1.0000, SER: 1.0000
編號 F0070001D3011_36_07 的CER： 1.0000, SER: 1.0000
編號 F0070001D3011_37_07 的CER： 1.0000, SER: 1.0000
編號 F0070001D3011_38_07 的CER： 1.0000, SER: 1.0000
編號 F0070001D3011_39_07 的CER： 1.0000, SER: 1.0000
編號 F0070001D3011_4_07 的CER： 1.0000, SER: 1.0000
編號 F0070001D3011_40_07 的CER： 1.0000, SER: 1.0000
編號 F0070001D3011_41_07 的CER： 1.0000, SER: 1.0000
編號 F0070001D3011_42_07 的CER： 1.0000, SER: 1.0000
編號 F0070001D3011_43_07 的CER： 1.0000, SER: 1.0000
編號 F0070001D3011_44_07 的CER： 1.0000, SER: 1.0000
編號 F0070001D3011_45_07 的CER： 1.0000, SER: 1.0000
編號 F0070001D3011_46_07 的CER： 1.0000, SER: 1.0000
編號 F0070001D3011_47_07 的CER： 1.0000, SER: 1.0000
編號 F0070001D3011_48_07 的CER： 1.0000, SER: 1.0000
編號 F0070001D3011_5_07 的CER： 1.0000, SER: 1.0000
編號 F0070001D3011_50_07 的CER： 1.0000, SER: 1.0000
編號 F0070001D3011_51_07 的CER： 1.0000, SER: 1.0000
編號 F0070001D3011_52_07 的CER： 1.0000, SER: 1.0000
編號 F0070001D3011_53_07 的CER： 1.0000, SER: 1.0000
編號 F0070001D3011_54_07 的CER： 1.0000, SER: 1.0000
編號 F0070001D3011_55_07 的CER： 1.0000, SER: 1.0000
編號 F0070001D3011_56_07 的CER： 1.0000, SER: 1.0000
編號 F0070001D3011_57_07 的CER： 1.0000, SER: 1.0000
編號 F0070001D3011_58_07 的CER： 1.0000, SER: 1.0000
編號 F0070001D3011_59_07 的CER： 1.0000, SER: 1.0000
編號 F0070001D3011_6_07 的CER： 1.0000, SER: 1.0000
編號 F0070001D3011_60_07 的CER： 1.0000, SER: 1.0000
編號 F0070001D3011_61_07 的CER： 1.0000, SER: 1.0000
編號 F0070001D3011_62_07 的CER： 1.0000, SER: 1.0000
編號 F0070001D3011_63_07 的CER： 1.0000, SER: 1.0000
編號 F0070001D3011_7_07 的CER： 1.0000, SER: 1.0000
編號 F0070001D3011_8_07 的CER： 1.0000, SER: 1.0000
編號 F0070001D3011_9_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_1_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_10_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_100_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_101_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_102_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_103_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_104_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_105_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_106_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_107_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_108_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_109_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_11_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_110_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_111_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_112_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_113_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_114_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_115_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_116_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_117_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_118_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_119_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_12_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_120_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_121_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_122_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_123_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_124_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_125_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_126_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_127_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_128_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_129_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_13_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_130_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_131_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_132_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_133_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_134_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_135_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_136_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_137_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_138_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_139_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_14_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_140_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_141_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_142_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_143_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_144_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_145_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_146_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_147_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_148_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_149_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_15_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_150_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_151_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_152_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_153_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_154_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_155_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_156_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_157_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_158_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_159_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_16_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_160_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_161_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_162_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_163_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_164_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_165_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_166_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_167_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_168_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_169_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_17_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_170_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_171_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_173_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_174_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_175_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_176_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_177_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_178_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_179_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_18_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_180_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_181_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_182_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_183_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_184_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_185_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_186_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_187_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_188_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_189_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_19_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_190_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_191_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_192_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_193_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_194_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_2_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_20_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_21_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_22_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_23_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_24_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_25_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_26_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_27_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_28_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_29_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_3_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_30_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_31_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_32_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_33_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_34_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_35_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_36_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_37_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_38_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_39_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_4_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_40_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_41_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_42_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_43_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_44_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_45_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_46_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_47_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_48_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_49_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_5_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_50_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_51_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_52_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_53_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_54_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_55_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_56_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_57_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_58_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_59_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_6_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_60_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_61_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_62_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_63_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_64_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_65_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_66_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_67_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_68_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_69_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_7_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_70_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_71_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_72_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_73_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_74_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_75_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_76_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_77_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_78_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_79_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_8_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_80_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_81_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_82_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_83_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_84_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_85_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_86_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_87_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_88_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_9_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_90_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_91_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_92_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_93_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_94_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_95_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_96_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_97_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_98_07 的CER： 1.0000, SER: 1.0000
編號 F0080001A2006_99_07 的CER： 1.0000, SER: 1.0000
編號 F0080001D3006_1_07 的CER： 1.0000, SER: 1.0000
編號 F0080001D3006_10_07 的CER： 1.0000, SER: 1.0000
編號 F0080001D3006_11_07 的CER： 1.0000, SER: 1.0000
編號 F0080001D3006_12_07 的CER： 1.0000, SER: 1.0000
編號 F0080001D3006_13_07 的CER： 1.0000, SER: 1.0000
編號 F0080001D3006_14_07 的CER： 1.0000, SER: 1.0000
編號 F0080001D3006_15_07 的CER： 1.0000, SER: 1.0000
編號 F0080001D3006_16_07 的CER： 1.0000, SER: 1.0000
編號 F0080001D3006_17_07 的CER： 1.0000, SER: 1.0000
編號 F0080001D3006_18_07 的CER： 1.0000, SER: 1.0000
編號 F0080001D3006_19_07 的CER： 1.0000, SER: 1.0000
編號 F0080001D3006_2_07 的CER： 1.0000, SER: 1.0000
編號 F0080001D3006_20_07 的CER： 1.0000, SER: 1.0000
編號 F0080001D3006_21_07 的CER： 1.0000, SER: 1.0000
編號 F0080001D3006_22_07 的CER： 1.0000, SER: 1.0000
編號 F0080001D3006_23_07 的CER： 1.0000, SER: 1.0000
編號 F0080001D3006_24_07 的CER： 1.0000, SER: 1.0000
編號 F0080001D3006_25_07 的CER： 1.0000, SER: 1.0000
編號 F0080001D3006_26_07 的CER： 1.0000, SER: 1.0000
編號 F0080001D3006_27_07 的CER： 1.0000, SER: 1.0000
編號 F0080001D3006_28_07 的CER： 1.0000, SER: 1.0000
編號 F0080001D3006_29_07 的CER： 1.0000, SER: 1.0000
編號 F0080001D3006_3_07 的CER： 1.0000, SER: 1.0000
編號 F0080001D3006_30_07 的CER： 1.0000, SER: 1.0000
編號 F0080001D3006_31_07 的CER： 1.0000, SER: 1.0000
編號 F0080001D3006_32_07 的CER： 1.0000, SER: 1.0000
編號 F0080001D3006_33_07 的CER： 1.0000, SER: 1.0000
編號 F0080001D3006_34_07 的CER： 1.0000, SER: 1.0000
編號 F0080001D3006_35_07 的CER： 1.0000, SER: 1.0000
編號 F0080001D3006_36_07 的CER： 1.0000, SER: 1.0000
編號 F0080001D3006_37_07 的CER： 1.0000, SER: 1.0000
編號 F0080001D3006_38_07 的CER： 1.0000, SER: 1.0000
編號 F0080001D3006_39_07 的CER： 1.0000, SER: 1.0000
編號 F0080001D3006_4_07 的CER： 1.0000, SER: 1.0000
編號 F0080001D3006_40_07 的CER： 1.0000, SER: 1.0000
編號 F0080001D3006_41_07 的CER： 1.0000, SER: 1.0000
編號 F0080001D3006_42_07 的CER： 1.0000, SER: 1.0000
編號 F0080001D3006_43_07 的CER： 1.0000, SER: 1.0000
編號 F0080001D3006_44_07 的CER： 1.0000, SER: 1.0000
編號 F0080001D3006_45_07 的CER： 1.0000, SER: 1.0000
編號 F0080001D3006_46_07 的CER： 1.0000, SER: 1.0000
編號 F0080001D3006_47_07 的CER： 1.0000, SER: 1.0000
編號 F0080001D3006_48_07 的CER： 1.0000, SER: 1.0000
編號 F0080001D3006_49_07 的CER： 1.0000, SER: 1.0000
編號 F0080001D3006_5_07 的CER： 1.0000, SER: 1.0000
編號 F0080001D3006_50_07 的CER： 1.0000, SER: 1.0000
編號 F0080001D3006_51_07 的CER： 1.0000, SER: 1.0000
編號 F0080001D3006_52_07 的CER： 1.0000, SER: 1.0000
編號 F0080001D3006_53_07 的CER： 1.0000, SER: 1.0000
編號 F0080001D3006_54_07 的CER： 1.0000, SER: 1.0000
編號 F0080001D3006_55_07 的CER： 1.0000, SER: 1.0000
編號 F0080001D3006_56_07 的CER： 1.0000, SER: 1.0000
編號 F0080001D3006_57_07 的CER： 1.0000, SER: 1.0000
編號 F0080001D3006_58_07 的CER： 1.0000, SER: 1.0000
編號 F0080001D3006_59_07 的CER： 1.0000, SER: 1.0000
編號 F0080001D3006_6_07 的CER： 1.0000, SER: 1.0000
編號 F0080001D3006_60_07 的CER： 1.0000, SER: 1.0000
編號 F0080001D3006_61_07 的CER： 1.0000, SER: 1.0000
編號 F0080001D3006_62_07 的CER： 1.0000, SER: 1.0000
編號 F0080001D3006_63_07 的CER： 1.0000, SER: 1.0000
編號 F0080001D3006_64_07 的CER： 1.0000, SER: 1.0000
編號 F0080001D3006_65_07 的CER： 1.0000, SER: 1.0000
編號 F0080001D3006_66_07 的CER： 1.0000, SER: 1.0000
編號 F0080001D3006_67_07 的CER： 1.0000, SER: 1.0000
編號 F0080001D3006_68_07 的CER： 1.0000, SER: 1.0000
編號 F0080001D3006_7_07 的CER： 1.0000, SER: 1.0000
編號 F0080001D3006_8_07 的CER： 1.0000, SER: 1.0000
